ID,AttackingWorkRate,DefensiveWorkRate
189433,Medium,Medium
204451,Medium,High
215716,Medium,Medium
241827,High,Medium
198032,Medium,High
186351,Medium,High
244206,Medium,High
231150,High,High
221422,Low,Medium
216814,Medium,Medium
189165,Low,Low
208621,High,High
185068,High,Medium
243854,Medium,Medium
204688,High,High
241042,Medium,High
216466,High,Medium
204713,Medium,Medium
213928,High,Medium
184999,Medium,Medium
231591,High,Medium
237221,Medium,High
205989,Low,High
189860,High,Medium
235172,High,Medium
189177,Medium,High
190456,Medium,Medium
178424,High,Medium
236699,Medium,Medium
191135,Medium,Low
225439,Medium,High
221342,High,Medium
251805,High,Medium
228509,High,Medium
213917,Medium,High
211101,Medium,Medium
231836,High,Low
213404,High,High
192667,Medium,Medium
194201,Medium,Medium
176376,High,Medium
215449,Medium,Medium
214169,Medium,High
230295,Medium,Medium
199575,Medium,Medium
213654,Medium,Medium
211862,High,High
219797,High,Low
211348,Medium,Medium
217235,Medium,High
215443,High,Medium
165536,Medium,High
200353,Medium,Medium
232097,High,Medium
234913,High,Medium
198904,Medium,High
226807,High,High
225782,Medium,Medium
221430,High,Medium
215798,High,High
199158,Medium,Medium
161938,High,Medium
238581,High,Medium
247028,High,Medium
237556,Medium,Medium
230388,Medium,Medium
218868,High,High
216820,High,Medium
212212,Medium,High
245235,High,High
240115,Medium,Medium
253170,Medium,High
255472,High,Medium
216816,High,High
198640,Medium,Low
252143,High,Medium
183285,Medium,High
244385,Medium,Medium
216158,High,Medium
215135,High,High
235997,Medium,Medium
236007,High,Low
236073,Medium,Medium
236245,High,Medium
236298,Medium,Medium
236461,Medium,Low
236699,Medium,Medium
236804,Medium,Medium
236817,Medium,High
236898,Medium,High
236899,High,Low
237034,High,Medium
237221,Medium,High
237321,High,Medium
237329,Medium,Medium
237556,Medium,Medium
237626,Medium,Medium
237681,High,Medium
237819,High,High
237841,High,High
237960,High,Low
238305,High,Medium
238370,Medium,Medium
238581,High,Medium
238858,Medium,Low
239335,High,Medium
239529,High,High
235883,High,Medium
235634,Medium,Medium
235565,High,Medium
183895,High,High
176733,High,Low
229980,Medium,High
247131,High,Medium
242267,Low,High
207707,Medium,High
205402,Medium,High
183129,Low,Medium
194904,Medium,Medium
253272,Medium,Medium
221016,Medium,High
134744,High,Medium
185431,High,Low
201303,High,Medium
225363,Medium,Low
192086,High,Medium
185174,High,Medium
221014,Medium,Medium
201046,High,Medium
223061,High,High
221269,Medium,Medium
261204,High,Medium
194644,High,Medium
248148,Medium,Medium
219732,High,Low
193107,Medium,Medium
180819,High,High
239592,High,Medium
239795,High,Medium
239837,Medium,Medium
202089,Medium,Medium
243854,Medium,Medium
244206,Medium,High
245235,High,High
245426,Medium,Medium
185195,Low,Low
235883,High,Medium
215147,Medium,High
242794,Medium,Medium
231786,Medium,Low
230250,Medium,Medium
202858,High,Medium
210281,Medium,Medium
230502,High,Medium
243631,Medium,High
191076,Medium,High
230244,Medium,Medium
229476,Medium,Medium
221284,Medium,High
171875,High,Low
236899,High,Low
236898,Medium,High
203362,Medium,Medium
203106,Medium,Medium
246113,High,High
252000,High,Medium
202848,Medium,Low
243656,High,Low
243627,Medium,Medium
189296,Medium,Medium
241026,High,Medium
199792,Medium,Medium
214639,Low,Medium
207471,Medium,Medium
259694,High,Medium
193133,Medium,High
188268,High,High
230252,Medium,Medium
190059,High,Medium
240060,High,Medium
240115,Medium,Medium
240289,Medium,Medium
240654,High,Medium
241042,Medium,High
243414,High,Medium
241470,Medium,Medium
241673,High,Medium
241686,High,Medium
241827,High,Medium
241990,High,Medium
242236,Medium,Medium
242267,Low,High
242392,Low,High
242619,Medium,High
242794,Medium,Medium
243231,High,High
243245,Medium,Medium
224425,High,Medium
212432,Medium,Medium
215466,Medium,Medium
213689,Medium,High
215228,Low,High
192955,Medium,Medium
242619,Medium,High
231355,Medium,Medium
153275,Medium,Medium
211899,High,High
210619,Medium,Medium
219576,Medium,High
224444,Medium,High
204472,Medium,Medium
186551,High,Low
228279,Medium,Medium
223671,Medium,Medium
211382,Low,High
200630,High,Medium
252084,High,Low
220604,Medium,Medium
247246,High,High
207807,Medium,Medium
186347,High,Medium
191164,High,Low
240060,High,Medium
231612,Medium,Medium
232938,Medium,Medium
237034,High,Medium
173546,Low,Medium
214763,Low,Medium
245940,High,Medium
247131,High,Medium
246098,Medium,Medium
246113,High,High
246191,High,Medium
246836,Medium,Medium
246960,High,Medium
247028,High,Medium
247103,High,Medium
245940,High,Medium
239795,High,Medium
172723,Medium,Medium
205431,High,Medium
230005,Medium,High
190581,High,Medium
263286,Medium,Medium
200054,Medium,Medium
209782,Medium,Low
234102,Medium,Medium
263287,High,Medium
213367,Medium,High
230323,Medium,Medium
157304,Medium,Medium
226168,High,High
207993,High,Medium
225147,High,Medium
225403,High,Medium
169595,Medium,High
177019,Low,High
229749,High,High
225653,High,Medium
157301,Medium,Medium
209781,High,Medium
245426,Medium,Medium
223922,Medium,Medium
204977,Medium,Medium
246960,High,Medium
246191,High,Medium
243631,Medium,High
211119,Medium,High
207790,High,Medium
236461,Medium,Low
192427,High,Medium
243627,Medium,Medium
237681,High,Medium
235634,Medium,Medium
142707,High,High
190324,Medium,High
254909,High,High
158144,Medium,Medium
228732,Medium,Medium
220876,High,Medium
230354,Medium,Medium
180175,High,Low
219087,Medium,High
247246,High,High
233934,Medium,Medium
202445,Medium,High
198861,Low,High
235467,High,Medium
215251,Medium,Medium
231627,High,Medium
210635,Low,Medium
201931,Medium,Medium
229034,High,High
223197,High,Medium
235997,Medium,Medium
239837,Medium,Medium
192722,Medium,Medium
226515,Medium,Medium
230336,Medium,Medium
242392,Low,High
222429,High,High
262621,Medium,Medium
216283,High,High
205531,Medium,Medium
224218,Medium,Medium
229593,High,Medium
220633,High,Medium
153048,Medium,Low
230355,Medium,Medium
210648,Medium,Medium
210136,High,Medium
203736,Medium,Low
243414,High,Medium
236245,High,Medium
189908,Medium,Medium
225748,High,Medium
223710,High,Medium
232670,High,Medium
195038,Medium,Medium
225733,High,Medium
243656,High,Low
247495,Medium,High
171975,Medium,Low
227527,High,Medium
221639,Medium,Medium
216774,Medium,Medium
230341,Medium,Medium
221125,High,Medium
221919,Medium,Medium
171972,High,High
232132,Medium,High
222148,Medium,High
225475,High,Medium
234178,Medium,High
221634,High,Medium
149185,Medium,High
205257,Medium,Medium
186569,Medium,Medium
199626,High,High
216266,Medium,Medium
230625,Medium,Medium
169697,Medium,Medium
238305,High,Medium
163301,Medium,Medium
253157,High,High
196069,High,High
173030,High,Medium
208615,Medium,Medium
213991,Medium,High
221671,High,High
236007,High,Low
239335,High,Medium
239592,High,Medium
220905,Medium,Medium
226537,High,High
197756,Medium,Medium
214132,High,Medium
247328,Medium,Medium
230423,Medium,Medium
233866,High,Medium
213899,Medium,High
228236,Medium,Medium
189324,Medium,Medium
223885,Medium,Medium
230401,Medium,Medium
230427,Medium,Medium
231227,Medium,Medium
230502,High,Medium
230524,Medium,Medium
230528,Medium,Medium
230625,Medium,Medium
230727,Medium,Medium
230967,High,Medium
225161,Low,High
209289,Medium,Medium
237960,High,Low
208520,Medium,Medium
204936,Low,Medium
179847,Low,Medium
220295,High,High
193158,Medium,High
188038,Medium,Medium
201862,Medium,Medium
229764,High,High
216452,Medium,Medium
201860,Medium,Medium
183427,Medium,High
195202,Medium,Low
241026,High,Medium
205953,Medium,Medium
247495,Medium,High
231355,Medium,Medium
230528,Medium,Medium
234913,High,Medium
234045,High,Low
234102,Medium,Medium
234111,High,Medium
234178,Medium,High
234789,Medium,High
234824,High,Medium
235172,High,Medium
231591,High,Medium
235389,High,High
235467,High,Medium
178091,High,Medium
172203,Medium,Medium
222123,High,High
210603,High,High
233934,Medium,Medium
233866,High,Medium
233290,Medium,Medium
233267,Medium,Medium
233029,Medium,Medium
232938,Medium,Medium
232670,High,Medium
232241,High,Medium
232223,High,High
232132,Medium,High
232099,High,Medium
232097,High,Medium
231836,High,Low
231826,High,Medium
231786,Medium,Low
231627,High,Medium
231612,Medium,Medium
193152,Medium,Medium
231150,High,High
234111,High,Medium
251470,High,High
263287,High,Medium
216447,Medium,Medium
253272,Medium,Medium
253170,Medium,High
253157,High,High
252931,High,Medium
252143,High,Medium
252084,High,Low
248148,Medium,Medium
251182,High,Medium
251517,High,High
230005,Medium,High
252000,High,Medium
251805,High,Medium
263286,Medium,Medium
262621,Medium,Medium
261204,High,Medium
259694,High,Medium
257536,High,High
256769,High,Medium
255472,High,Medium
254909,High,High
229764,High,High
229980,Medium,High
230165,Medium,Medium
230336,Medium,Medium
229758,High,Medium
200318,Medium,Low
251517,High,High
235389,High,High
221053,High,Medium
213629,Medium,High
230524,Medium,Medium
230388,Medium,Medium
230355,Medium,Medium
230354,Medium,Medium
230341,Medium,Medium
230323,Medium,Medium
230295,Medium,Medium
230252,Medium,Medium
230250,Medium,Medium
230244,Medium,Medium
230224,Medium,High
230219,Medium,Medium
230213,Medium,Medium
230202,High,Medium
230195,Medium,Medium
230186,Medium,Medium
254487,Medium,Medium
214665,High,Medium
199339,Medium,Medium
200875,High,Medium
237995,High,Medium
247181,High,Low
178090,Medium,Low
225706,Medium,Medium
236457,High,Medium
206218,Medium,Medium
229804,High,Medium
194957,Low,High
218540,High,Medium
211381,Medium,Low
230829,Medium,Medium
237997,Medium,Medium
200446,High,Low
188414,Medium,Low
225926,Medium,Low
190854,Medium,Medium
198023,Medium,Medium
216199,Medium,High
178567,Medium,High
238216,Medium,Medium
205193,Low,High
219536,High,Medium
256948,High,Medium
230324,Medium,Medium
252339,Medium,High
236466,Medium,Medium
234930,High,Medium
230320,Medium,Medium
212911,Medium,Low
253102,Medium,Medium
206254,High,Medium
211856,Medium,Medium
211099,High,Medium
224656,Medium,Medium
246672,Medium,Medium
257439,Medium,Medium
225696,Medium,Medium
227232,High,High
252064,High,High
193440,Medium,High
193532,Medium,High
226721,Medium,Medium
240033,Medium,Medium
241569,Medium,Medium
214436,Medium,High
224933,High,Medium
225701,Medium,Medium
231077,High,High
240037,High,Medium
252837,High,Medium
205990,Medium,High
216742,Medium,High
218534,High,Medium
219814,High,Medium
239015,Medium,Low
194728,High,Medium
244383,Medium,Medium
231838,Medium,High
182941,Medium,High
237207,High,Medium
210321,High,Low
205970,High,Medium
239250,High,Medium
178322,High,High
242835,Medium,Medium
230293,Medium,Medium
212118,Medium,High
226710,Medium,Medium
208535,Medium,High
186519,Medium,High
189084,Medium,Medium
222104,Low,Medium
182168,Medium,Medium
199833,Medium,Medium
233113,Medium,Medium
186521,Medium,High
211098,High,Medium
222875,High,Medium
231835,High,Medium
229788,Low,High
167933,Medium,High
230370,High,High
187132,Low,High
240938,Medium,Medium
217648,High,High
207920,Medium,Medium
205360,High,Medium
230191,Medium,Medium
221743,Medium,Medium
192557,Medium,Medium
189485,High,Low
189484,Medium,Medium
220715,Medium,Medium
210475,Medium,High
220714,Medium,Medium
233265,Medium,Medium
218154,High,Medium
189225,High,Low
197900,High,Medium
199692,Low,High
192270,High,Low
197136,High,Medium
203280,Medium,Medium
223248,High,Medium
195088,Medium,Low
219409,High,High
230449,Medium,Medium
257073,High,Medium
230417,Medium,Medium
230198,Low,Medium
211005,Medium,High
203581,High,Medium
230972,High,Low
180283,Medium,Medium
193338,Medium,Low
193849,High,Medium
180281,High,Low
236600,Medium,High
244791,High,High
230199,Medium,High
244789,High,Medium
204850,High,Medium
201269,Medium,Medium
244788,High,Medium
238900,Medium,Medium
232244,Medium,High
225844,Medium,Low
205364,High,Medium
216627,High,Medium
244274,Medium,Medium
222514,Medium,Medium
205362,Low,High
221201,High,Medium
206098,Medium,High
190459,Medium,Medium
192546,Medium,Medium
237086,Medium,Medium
211999,Medium,Medium
186143,Medium,Medium
204320,Medium,Medium
226592,High,High
227873,Medium,Medium
195361,Medium,Medium
137506,Medium,Low
210722,High,Medium
235042,Medium,Medium
183332,Medium,Low
189725,High,Medium
198949,High,Medium
226085,Medium,Medium
230437,Medium,Medium
235813,Medium,Medium
243237,High,Medium
231207,Medium,High
235047,High,Medium
254247,Medium,Medium
191783,Medium,Medium
248872,High,Medium
200478,Medium,Medium
187421,Medium,High
235026,Medium,High
186392,Medium,High
212755,Medium,High
224019,Low,Medium
210964,Medium,Medium
235029,High,Low
207894,Medium,Medium
234774,Medium,Medium
188182,Medium,Medium
236311,High,Medium
206104,High,Medium
247832,High,Medium
186648,Low,High
246045,High,Medium
255000,High,Medium
162329,Low,Medium
215322,Medium,Medium
225562,Medium,Medium
245275,High,Medium
186395,High,High
210972,Medium,Medium
219932,High,Medium
230173,Medium,Medium
238621,Low,Medium
231485,Medium,Medium
237629,Medium,Medium
227647,High,Medium
246748,High,Medium
231640,High,Low
226777,High,Low
230361,Medium,Medium
251353,High,Low
199386,High,High
234458,Low,High
224987,Medium,Medium
245211,Medium,High
235996,Medium,Medium
244700,Medium,Medium
186589,Medium,High
209620,High,Medium
253149,High,Medium
192991,High,Low
193247,Medium,Medium
183520,Medium,Medium
201953,Medium,Medium
216033,Medium,Medium
238050,High,High
239842,Medium,Medium
204771,Medium,High
220131,Medium,Low
204757,High,Medium
201939,Medium,Medium
233791,Medium,Medium
190156,Medium,Medium
224251,Medium,Medium
189946,Medium,High
237560,High,Medium
230392,Medium,Medium
210423,High,Medium
216054,Medium,Medium
200438,High,Low
189172,High,Medium
251892,High,Medium
230326,Medium,Medium
226765,High,Medium
184274,High,Medium
177358,Low,High
138703,Medium,Low
222671,Medium,Low
241103,Medium,Medium
198352,Low,Medium
211408,High,High
190416,Medium,High
230353,High,Medium
218066,Medium,Medium
236498,Medium,Medium
237539,High,Medium
216036,High,Medium
225252,Medium,High
193091,Low,Medium
243952,Medium,Medium
178160,Low,Medium
236527,Medium,High
229359,High,Medium
224494,High,Medium
208622,High,Medium
203502,High,High
233965,High,High
230468,Medium,Medium
204612,High,Medium
215363,Medium,Medium
188388,High,Low
215107,High,Medium
208451,High,Medium
204355,Medium,Medium
230978,High,Medium
227394,Medium,Low
231745,High,High
230465,Medium,Medium
216385,High,High
205633,High,Medium
169792,High,Medium
203505,High,High
