ID,Positions,BestPosition,ClubPosition,NationalPosition
234833,GK,GK,GK,
234777,GK,GK,SUB,GK
234772,RM,RM,RM,
234468,CAM LM,CAM,CAM,
234678,RWB RB RM,RWB,SUB,LWB
234568,CM,CAM,SUB,
227275,GK,GK,GK,
234426,CB,CB,RES,
236403,CB LB,CB,CB,
227476,ST,ST,SUB,
235889,RM RW,CAM,RW,
236499,CDM CM,CDM,CM,
236441,RB RWB,RM,RB,
236477,LM CAM CM,CAM,SUB,
227508,CM ST LM,CM,CM,
227528,ST RW LW,ST,ST,
227536,ST RM,ST,ST,
227927,RB LB,RB,SUB,
228295,CB,CB,SUB,
228302,LB LM LWB,LB,LB,
228414,CAM RM RW,CAM,SUB,
229167,CF LM RM,RM,LM,
212623,ST RW,ST,ST,
212602,CB,CB,CB,
238041,LB,LB,LB,SUB
237520,CM CDM,CM,CM,
236786,ST LW,ST,ST,
236772,CAM LM,CAM,CAM,ST
236639,CDM CM,CM,SUB,
236593,RM CAM,CAM,RM,
236532,CB CDM,CB,SUB,
225997,LM,LM,SUB,
236496,CDM CM,CM,RM,
226637,LB CB,LB,LB,
225014,CM,CAM,CM,
225793,CB RB LB,CB,SUB,
188988,CAM CM LM,CAM,SUB,
183353,RB CB,RB,SUB,
183899,RM LM LW,RM,SUB,
184703,CM CDM CAM,CM,CAM,
184858,ST RW LW,ST,SUB,
185221,CDM CB CM,CDM,CM,
185239,CB,CB,CB,
188044,ST LW LM,ST,SUB,LW
188081,ST LW CAM,CAM,SUB,
188103,RM CM CAM,CAM,SUB,
189068,ST,ST,SUB,
181098,CDM CB,CDM,SUB,
189250,ST,ST,SUB,
189472,CB,CB,CB,
190143,LB,LB,LB,
190149,RB RM RW,RB,SUB,
190432,CDM CM,CDM,CDM,
190577,LM CF,LM,RES,
190875,CM CDM,CB,CDM,
192045,RB,RB,RB,
192342,CAM LW LM,CAM,CAM,
181820,ST CAM,CF,SUB,
180808,CB,CB,RES,
193254,RWB RM RB,RWB,RWB,SUB
172114,CAM ST,CAM,CM,
20775,RW LW,RW,RW,
49000,GK,GK,GK,
146748,GK,GK,GK,
146758,ST,ST,SUB,
152916,RM CAM RW,RM,RW,
154472,ST,ST,SUB,
158963,CDM CM,CDM,CDM,
165109,CB,CB,SUB,
170597,GK,GK,GK,SUB
172879,CB,CB,CB,
180714,GK,GK,GK,
173432,CB,CB,SUB,
173521,CB,CB,SUB,
173608,ST,ST,ST,
176600,ST,ST,ST,
177326,LW CAM,LW,LW,
178250,CDM CM,CDM,SUB,
179605,CM CAM,CAM,SUB,
179789,CB,CB,CB,
180334,CB,CB,RES,
192816,CB LB,CB,CB,
193290,ST LW,ST,SUB,RW
225309,CAM CM,CAM,SUB,
222709,CM CDM,CDM,RES,
220287,ST,ST,ST,
220421,LB,LB,SUB,
220502,CF ST,CAM,SUB,
220621,CAM LM LW,CAM,CAM,
221174,LM LW ST,RW,LM,
222357,ST CAM,ST,SUB,
222390,CM CDM,CAM,CDM,
222400,CDM CM,CM,SUB,
222509,CM CDM,CM,SUB,
223550,GK,GK,GK,
220085,CF ST,CAM,SUB,
223874,CM CDM,CDM,SUB,
223898,GK,GK,GK,
224221,CB,CB,CB,SUB
224389,ST RW,CAM,CAM,SUB
224422,LW LM,RM,LM,
224574,RM RW CM,RM,RW,SUB
233531,LM RM CAM,CAM,LM,
225024,CB RB,CB,SUB,
225126,CDM CM,CDM,CDM,
220132,RB,RB,SUB,
219522,GK,GK,GK,
193601,CB,CB,SUB,
215071,LB RB LM,LB,RB,
213013,LW ST,LW,ST,
213160,CDM CM RM,CDM,CDM,SUB
213655,RM LM,RM,SUB,
213761,ST,ST,ST,
213874,CDM CM,CDM,SUB,
214009,CDM,CDM,CDM,
214947,CDM CM,CDM,SUB,
214977,CDM CM,CDM,SUB,
215057,CDM CM,CDM,CDM,
215160,LB LWB,LB,LB,
219391,CDM CM,CDM,SUB,
215441,ST,ST,SUB,
215502,GK,GK,GK,SUB
216258,ST RM,RW,ST,
216435,CM CDM,CM,SUB,
216497,CF CAM LM,CAM,CAM,
217196,CB,CB,CB,
217877,LW CF,CAM,LW,
218659,LB LWB,LB,LWB,
219145,CB,CB,CB,
234128,RM LM,CAM,SUB,
235945,CDM CM,CM,SUB,
233500,LW RW,LW,LW,
202851,CAM ST LW,CAM,SUB,
202562,LB LM,LB,LB,
202371,RB RM,RB,RB,RM
202282,RM CM,RM,SUB,SUB
201505,CB CDM,CB,CDM,
201454,LB,LB,RES,
201377,CB,CB,CB,
201325,GK,GK,SUB,
201315,CB,CB,CB,
200536,LB LM LWB,LB,SUB,
200215,CDM CM,CDM,SUB,
200094,CDM CM,CDM,,CDM
199641,GK,GK,GK,SUB
199580,CB,CB,CB,
199069,ST,ST,SUB,
199005,GK,GK,SUB,GK
198140,ST,ST,ST,ST
198129,CDM CM,CDM,CDM,
198118,CDM CM CB,CB,CDM,
197948,CB,CB,CB,
197083,RM RWB CM,RM,CM,
196147,ST CAM,ST,ST,
202789,GK,GK,GK,
203177,RB RM LB,RB,RB,
212153,CDM CM,CDM,SUB,
203487,CB,CB,CB,
211784,ST,ST,ST,
211575,CM CDM,CM,SUB,
211454,CDM CM,CDM,RES,
211320,CB,CB,SUB,
211147,RM RB,RM,SUB,
210864,LB RB,LB,LB,
210617,RW RM,RW,RES,
209440,CAM CF LM,CAM,LM,
209288,CAM CM,CAM,RM,
208777,CM LW,CAM,SUB,
208004,CB RB RWB,CB,RWB,
207948,RM RW,CAM,SUB,
207791,ST,ST,SUB,SUB
207664,ST,ST,ST,
232999,CDM RWB,CDM,SUB,CDM
206652,GK,GK,RES,
206493,CB,CB,CB,
206075,GK,GK,GK,
204876,LB,LB,LB,
204341,CB,CB,SUB,
203757,ST,ST,SUB,
195479,RB,RB,RB,
195272,RWB RB RM,RWB,RM,
194958,CM CAM,CM,CM,CDM
194932,RM RW,RM,RM,
243388,LWB LM,LWB,LM,
243647,GK,GK,GK,
244263,CB,CB,SUB,
244621,ST,ST,SUB,
244892,LM RM CF,CAM,SUB,
245037,CB,CB,CB,CB
245155,CAM CM,CAM,SUB,
245158,ST LM CAM,ST,LM,
245541,CAM LM RM,CAM,RES,ST
246172,RM RW CF,LM,SUB,
246186,ST,ST,ST,
246242,ST RW,ST,SUB,
246420,RW RM,CAM,RM,
247030,CM RM CDM,CAM,RES,SUB
247257,CB LB,CB,CB,
251116,CDM RB CB,CB,CB,CDM
251412,ST,ST,ST,
252308,CDM CM,CDM,CM,
253109,CM CDM CAM,CM,CDM,
253727,CM LM RM,CM,RES,
254796,RM ST,CAM,CAM,
243282,LM,CAM,LM,
243015,CDM CB CM,CB,CM,CM
242656,GK,GK,GK,
239901,ST,ST,RES,SUB
194806,CB,CB,CB,
194229,RB RWB,RB,RB,
194022,RB,CB,SUB,
238160,CB,CB,SUB,
238744,CM RM LM,CB,SUB,CM
238857,RB LB,RB,LB,
238896,LW RW,RM,SUB,
239093,RWB RW,RWB,RWB,
239482,LM RW,RM,LM,
240471,CDM CM,CM,CDM,
241771,LW LM,LW,LW,
240690,ST LW,ST,LW,
240702,ST,ST,ST,ST
240740,RW LW,CAM,SUB,
241049,RB,RB,RB,
241096,CDM CM,CM,SUB,
241184,LB LM,LWB,LB,
241202,ST,ST,SUB,
241508,LM LW,CAM,LM,LW
241721,LW ST LM,RM,SUB,
212067,GK,GK,GK,
207421,LM LW ST,CAM,CAM,SUB
212245,CM,CM,SUB,
230331,CDM CM,CDM,CDM,
232440,LB LM,LWB,LM,
232144,CB,CB,CB,
212501,CM CB,CM,SUB,SUB
232104,RM LM,RM,SUB,LM
231633,CB,CB,SUB,
231628,ST,ST,SUB,
231554,LWB LB,LWB,SUB,
231521,CM CDM CAM,CM,SUB,SUB
231318,LB,LWB,LB,
231102,CAM RM,CAM,CAM,
230977,CAM CM RM,LM,CM,
230965,CM CDM RM,CDM,RM,
230899,LM CAM ST,RM,SUB,
230717,RW ST,ST,SUB,
230431,CDM CM,CDM,CM,
230402,LM,LM,LM,
230384,ST CAM,CAM,ST,LW
230379,CB,CB,CB,
230371,RB RM,RB,RB,
212491,LWB LB,LWB,SUB,
230349,CDM,CDM,CDM,
230346,CDM CM,CDM,CDM,
230337,LB LM CAM,LB,LB,
232862,LM,LM,SUB,
230269,CAM CF,CAM,CAM,
232905,RW CF,RW,RW,
229773,CB,CB,CB,CB
229752,CM CDM,CDM,CDM,
229942,CB,CB,SUB,
229971,RWB RB,RWB,RWB,
230043,LB,LWB,SUB,
230182,GK,GK,GK,
230197,RB RM,RB,RB,
230241,LB RB CB,LB,LB,
207554,CAM LM CM,CAM,,RM
205391,CM CDM,CM,CM,
205407,CM,CAM,SUB,
205566,LB LM,LB,LM,
206003,GK,GK,SUB,
206058,RB LB,RB,SUB,
206306,CDM CM,CDM,CDM,
206115,CDM CM CB,CDM,CM,
206225,LM,LM,LM,
206304,CDM CM,CDM,SUB,
204308,GK,GK,GK,
206516,CM CDM,CAM,SUB,
205346,RB RWB,RB,SUB,
204529,ST,ST,ST,SUB
205201,CDM CM,CDM,SUB,
202429,RWB RM,RWB,SUB,
204277,CM CDM,CM,CM,
204125,LB RB,LB,SUB,LB
204105,RB RWB,RB,SUB,
204077,ST,ST,RES,
203741,LWB LB RB,LWB,LWB,
203030,CB,CB,CB,
204691,CAM CM RM,CAM,CAM,
202599,CAM CF,RM,CAM,
202201,CB,CB,CB,
205186,GK,GK,GK,
201982,RB RM RWB,RB,RB,
201976,GK,GK,GK,
201956,CB,CB,SUB,
201858,CAM LW ST,CAM,SUB,
246708,RM RW LW,RM,RW,RM
246785,LM RM CAM,CAM,SUB,
204760,LB,LB,LB,
205083,CM CDM RM,CM,CM,
202685,ST,ST,SUB,
212228,ST,ST,ST,
212127,LM RM,LM,LM,
212204,CB,CB,SUB,
216549,ST,ST,SUB,ST
216700,RW CAM LM,RW,RW,
216939,GK,GK,GK,
217699,ST,ST,SUB,
219244,GK,GK,GK,
219681,LB,LB,SUB,
220196,RW RM,CAM,RW,SUB
220477,CB,CB,CB,
220570,CB,CB,SUB,CB
220659,CM RM,CM,CM,
220746,RW LW RM,CAM,RW,
220831,CM CDM,CDM,SUB,
221714,ST,ST,ST,
221841,ST LW,ST,ST,
222368,LM CAM RM,CAM,SUB,
222404,CDM CM,CDM,SUB,CM
222461,LW RW,RM,SUB,
222515,LM RM,LM,LM,
222715,CDM CM,CDM,CM,
223113,ST,ST,RES,SUB
223154,CM CDM CAM,CM,SUB,
223329,RB RM,RB,RES,
223627,ST,ST,ST,
223690,GK,GK,GK,
224116,ST,ST,SUB,
224151,ST,ST,ST,SUB
224158,CDM CM,CM,SUB,
216433,LM RW LW,ST,SUB,
216350,CDM CM,CDM,CDM,
216065,GK,GK,SUB,
213135,ST LW,ST,SUB,
212219,CB,CB,CB,
212232,ST,ST,ST,SUB
212242,CM CDM,CM,SUB,
212260,ST LM,ST,ST,
212269,CB CDM,CM,CB,
212300,CB,CB,SUB,
212678,LB LM,LB,SUB,LB
212692,RW LW RM,CAM,SUB,
212715,RW LW,RW,SUB,
212811,CDM CM,CDM,CM,
212883,CB RB CDM,CB,SUB,
212977,CB CDM,CB,CB,
213388,LM LW CM,LM,SUB,
215785,ST LM,RM,SUB,
214491,RM LM,RM,SUB,
214781,ST,ST,ST,
214988,CM CDM,CM,CM,
215051,CB,CB,SUB,
215064,ST,ST,ST,
215108,RB,RB,RB,
215119,CDM CM,CDM,CDM,
215270,CAM,CAM,CAM,
215399,CB RB,CB,SUB,
215455,ST CAM,CAM,ST,
215689,ST,ST,SUB,
215699,RB RM,RB,SUB,
206654,CB,CB,SUB,
205211,GK,GK,,GK
207557,GK,GK,GK,GK
225859,CB,CB,CB,
224396,CB,CB,CB,
224520,CF,RM,LF,
224540,ST,ST,ST,
224739,LM RM ST,RM,SUB,
224869,CB RB,CB,CB,
225783,LM ST,ST,LM,
225863,CB LB CDM,CDM,CB,
170320,RB RM,RB,RB,
225951,LM RM ST,RW,RM,
226093,ST,ST,ST,ST
226229,CB RB,CB,SUB,LB
226268,LWB LB CB,LWB,SUB,
226377,CAM RM LM,LW,RES,
226853,CB RB,RB,CB,
2147,GK,GK,GK,
104389,GK,GK,SUB,GK
143121,CM CDM,CM,SUB,
146296,GK,GK,GK,
146963,CB,CB,SUB,
151508,CM,CM,CM,CDM
152554,LB,LB,LB,
154950,LB LM,LB,,LM
158625,CB,CB,CB,
162895,CM CAM CDM,CM,SUB,
163264,GK,GK,RES,
163925,CAM RW,CAM,CAM,
164859,RM,RM,SUB,
167575,GK,GK,,GK
167959,GK,GK,GK,
168621,CDM CM,CDM,CM,CDM
169705,LB,LB,LB,
227222,RB RWB,CB,SUB,
227234,CDM CM,CB,CM,
227236,CM CDM,CDM,CM,
234574,RB LB,RWB,RES,
236679,CAM RM ST,CAM,CM,
236276,LW LM ST,RM,SUB,
236264,CDM CM,CDM,CM,
236221,CM CDM RM,CM,CM,
235944,RM CM ST,CAM,RM,
235875,RWB RM RB,RWB,SUB,
235619,RW LW,CAM,LW,
235424,CDM CM,CDM,CDM,
235183,GK,GK,RES,
235149,CDM CM,CDM,SUB,
235134,CDM CM,CDM,CM,
235008,CAM CM CDM,CAM,CM,
234826,ST,ST,ST,
234711,LM CF,CAM,RES,
230280,CB,CB,CB,
207715,RM CAM ST,LW,SUB,
230189,LB LM,LB,LB,
230065,CM CDM,CM,RF,
230020,CM,CM,CM,
229862,CDM CM CAM,CM,CDM,
229517,LM CAM CM,LM,LM,
229469,LM RM CM,LM,CDM,
228819,LM LW RW,RM,RM,
228789,GK,GK,GK,SUB
228747,LW,CAM,SUB,
228708,CB,CB,CB,
228635,ST,ST,SUB,
228579,RB LB RM,RB,SUB,
228386,CB,CB,CB,
228092,CDM CM,CDM,SUB,CM
169706,CDM CM,CDM,SUB,
170370,CM CDM,CM,CDM,
237043,RM LM CAM,CAM,LW,SUB
194794,RM RW ST,CF,SUB,RW
198581,CB,CB,CB,
198368,CM CDM,CM,CDM,
198006,CM CDM CAM,CM,CM,
195668,GK,GK,RES,
194879,ST,ST,RES,
194845,ST CAM,CF,LF,
193881,CAM LW,CAM,CAM,
170719,CAM,CAM,SUB,
193683,CDM CM,CDM,CM,
193352,LB,LB,CB,
193331,GK,GK,SUB,
193116,CDM CM,CDM,CDM,
192665,GK,GK,GK,
192641,CB CDM,CDM,CB,
198719,LM,RW,SUB,
199393,CB,CB,CB,
199561,LM LW CM,CAM,LM,
199577,CB,CB,CB,
199633,RB,RB,RB,
199745,CB,CB,CB,
199767,CM CDM,CM,CDM,
199813,CB,CB,CB,
200110,GK,GK,GK,
200316,GK,GK,GK,
200529,LM LW,LM,SUB,
200677,CB,CB,RES,
201118,RB RWB LB,RB,SUB,
201144,CDM CM,CDM,CDM,
201262,CM CAM CDM,CM,SUB,
201389,LWB LB LM,LWB,LB,
201510,LB,LB,RES,
192593,GK,GK,GK,
192041,CB,CB,CB,CB
191627,CDM CM,CDM,SUB,
184826,CM CDM,CM,CM,
170733,LW RW,LW,SUB,
173208,CB LB LM,CB,LB,
173474,CM CDM CAM,CM,RES,
176526,GK,GK,GK,
176930,CDM CM,CDM,CDM,
179765,CAM CM,CAM,CAM,
181318,CM CDM,CM,SUB,CM
182495,CB RB,CB,SUB,
182945,LM LW,LM,LM,
183108,RM ST LM,RM,RW,
183130,RM RWB,RM,SUB,
183569,ST LW,ST,SUB,
184144,CAM CM,CAM,RES,
184190,CB,CB,CB,
186098,GK,GK,SUB,SUB
190765,CM RM CAM,CM,CM,
186156,RB CB,RB,RB,
186190,LB,LB,LB,
186200,LW LM CF,LW,SUB,
186537,ST,ST,ST,
186627,ST,ST,ST,
187491,ST,ST,ST,
187735,CM CDM CAM,CM,SUB,
188955,ST CAM,ST,ST,
189060,CB RB,CB,,CB
189156,CB,CB,CB,
189251,CM CDM RB,CM,SUB,
189454,CAM,CAM,CAM,
189712,CM CDM,CM,CM,
190362,ST,ST,ST,ST
236920,LM RM,CAM,LM,
227772,CDM CM,CDM,CDM,
237135,LM LW CF,LM,LM,
233556,CAM RW,CAM,RW,
230348,LB,LB,LB,
230373,CM CAM,CAM,CAM,
230425,RM CM,RM,RM,
230453,CDM,CDM,CDM,
230457,CDM CM,CDM,CM,
230463,CAM CF,CAM,CAM,
230475,CAM,CAM,CAM,
230613,CDM CM,CDM,SUB,
230975,LW RM RW,RM,LW,
231366,CB,CB,CB,SUB
231390,RM RWB,CAM,RWB,
231416,RM ST,CAM,SUB,
231936,CB,CB,CB,
232381,ST,ST,SUB,
232498,RM LM CAM,RM,RM,
232639,RM CAM,CAM,SUB,
233301,RB,RB,RB,
230328,GK,GK,GK,
230318,GK,GK,GK,
211093,CDM CM,CDM,CDM,CM
244373,CM CAM,CM,CM,
242663,CB,CB,CB,
242664,RW RM,RM,RM,
242816,CM,CAM,SUB,
243007,RM RB,RM,RM,RM
243715,CB,CB,CB,
244261,CAM CM RM,LM,SUB,
244316,GK,GK,GK,
244374,CM CAM,CAM,CM,CAM
246618,ST LM RM,ST,ST,SUB
244380,LB,LB,LB,LB
244393,CM CDM,CM,SUB,
244749,CB,CB,CB,
244778,RW RM,CAM,RW,
244915,CB,CB,CB,
244960,CM,CM,SUB,
245388,CB,CB,CB,
233493,RB,RB,RB,SUB
233631,LM ST RM,RM,SUB,
242577,CAM RM,CAM,CAM,
233848,LM,RM,RM,SUB
210602,LM RM,LM,LM,
210679,CB,CB,CB,
210719,CB,CB,CB,
210896,CM,CAM,SUB,
257179,CB,CB,CB,
256790,LM CAM,CAM,SUB,SUB
253290,LB,LWB,LB,
253124,CM,CM,CM,
253072,ST,ST,SUB,
253004,LW,LW,SUB,
251804,RB RM,RM,RB,LB
251566,LM,RM,SUB,
251528,LB,LB,SUB,
251221,CDM CM,CDM,CDM,
247641,RM,CAM,CAM,
246791,RM LM CAM,RM,LM,
211368,LM RM,LM,SUB,
210438,CAM RW,CAM,SUB,
210384,LB LW,LB,RES,
210282,RB RWB LB,RB,RB,
208224,CAM LM,CAM,CAM,SUB
233959,RM LW LM,RM,SUB,
234078,CM CDM,CM,CM,
234171,RM CF,RM,RM,ST
237184,CDM CM,CDM,SUB,
208001,LB LM,LWB,SUB,
208045,CAM RM,CAM,SUB,
208053,LM CAM LW,LM,SUB,SUB
208250,CAM CM,CAM,CM,CAM
210047,CB,CB,CB,
208375,GK,GK,GK,
208498,ST,ST,RES,
208509,RB LB,RB,RWB,
208787,CAM CM,CAM,CAM,
209039,RM CF,RM,RM,
209329,CB,CB,CB,
209744,LB LWB,LB,LB,
242578,CB,CB,CB,
230317,GK,GK,GK,
242380,CDM CM,CDM,CDM,SUB
240273,CAM,CAM,SUB,
241497,RB,RB,RES,
241187,RB CB,CB,SUB,
240915,LB LWB,LB,SUB,
240754,RB RM,RM,RB,
240716,LB LM,LB,LB,
240458,CM CDM,CM,SUB,
239956,ST,ST,SUB,
242374,CAM ST,CAM,LW,
239890,CB,CB,SUB,
239580,CB,CB,CB,
238227,RM,RM,SUB,
238095,CB RB,CB,CB,
238033,GK,GK,GK,GK
237646,RB CB CDM,RB,RB,
241707,CDM CM,CDM,SUB,
211108,RM LW CAM,RM,RM,
242348,ST,ST,SUB,
242118,LM RM CM,CAM,LM,SUB
241907,LW ST CF,LW,LF,
231826,RM RW,CAM,RM,
224510,ST,ST,LF,
183714,ST,ST,ST,
158626,RB,RB,RB,
215202,LW ST,LW,LW,
213666,RM CAM,CAM,SUB,
190113,GK,GK,SUB,
244385,GK,GK,GK,SUB
239529,CDM CM,CDM,CM,
184575,ST RM,ST,ST,
203775,GK,GK,RES,
198143,LM CAM ST,LM,LM,
240289,CB,CB,SUB,
226045,LB LM LW,LM,LB,LB
232099,CM CDM,CM,SUB,
198653,GK,GK,GK,
229628,CB CDM,CB,CB,
156412,GK,GK,GK,
237819,CM CDM,CM,CDM,
204539,RB,RB,RB,
213242,CDM CM,CDM,SUB,
211706,CM CDM RM,CM,CDM,
189433,CB,CB,RES,
204451,CB,CB,CB,
215716,ST,ST,ST,
241827,RB RM LB,RB,SUB,
198032,CB LB,CB,SUB,
186351,CDM CB,CDM,SUB,
244206,CB,CB,SUB,
231150,CM CAM LM,CM,CAM,
221422,CB,CB,SUB,CB
216814,CM CDM CAM,CM,CDM,
189165,CM CDM,CM,SUB,
208621,RM LM,RM,RM,
185068,RW,RW,RW,
243854,CB RB,CB,CB,
204688,CM CDM,CM,CM,
241042,CDM CM,CDM,CDM,
216466,LB CB,LB,SUB,
204713,ST RM,ST,SUB,
213928,LB LM,LB,LB,SUB
184999,CDM CM,CDM,CDM,
231591,LB LWB,LB,LB,
237221,CB RB CDM,CB,SUB,SUB
205989,RB CB,RB,RES,
189860,RB LB,RB,RB,
235172,LWB LB,LM,LWB,
189177,CM,CM,CM,SUB
190456,RB,RB,SUB,
178424,LB LWB,LB,LB,
236699,CM CDM CAM,CM,CM,
191135,LM RM,LM,SUB,
225439,CM CDM,CDM,CM,
221342,RB RWB,RB,RB,
251805,CB RB,CB,CB,SUB
228509,CM CAM RW,CAM,RES,
213917,CB,CB,SUB,
211101,GK,GK,SUB,
231836,LW,CAM,LW,SUB
213404,CB,CB,CB,SUB
192667,RM LB RB,CB,SUB,
194201,CB,CB,CB,
176376,CAM CM LM,CAM,CAM,
215449,RM LWB LB,LM,SUB,
214169,CB LB,CB,CB,
230295,CB,CB,CB,
199575,GK,GK,SUB,
213654,CM,CM,CM,CM
211862,ST RM,ST,CM,
219797,ST LW RW,ST,ST,
211348,GK,GK,GK,
217235,CB,CB,CB,
215443,RW RM CM,RM,RM,
165536,CB,CB,CB,
200353,CB,CB,SUB,
232097,LM CAM CM,CAM,LW,
234913,RM LM CAM,RM,RM,
198904,CB,CB,CB,CB
226807,CDM RM CM,CM,CM,
225782,CDM RB RWB,RWB,SUB,
221430,ST,ST,ST,
215798,LB LW,ST,SUB,
199158,CDM CB CM,CDM,CDM,
161938,ST,ST,ST,
238581,LM RM,RM,ST,
247028,CDM CM,CDM,SUB,SUB
237556,CB,CB,CB,
230388,CB CDM,CB,CB,
218868,RW RM,RM,RM,
216820,LM ST RM,LM,LM,
212212,CDM CM,CB,CM,
245235,RB RM,RB,RB,
240115,CB CDM,CB,SUB,
253170,CB LB,CB,CB,CB
255472,RM,CAM,SUB,
216816,ST,ST,ST,
198640,CAM CF,CAM,SUB,
252143,CM,CAM,SUB,
183285,CB,CB,CB,
244385,GK,GK,GK,SUB
216158,RB,RB,RWB,
215135,CB,CB,CB,
235997,CM CDM CAM,CDM,SUB,
236007,LM CAM,CAM,ST,
236073,LB,LB,LB,
236245,ST RW,ST,ST,
236298,CDM CM,CM,CDM,
236461,ST,ST,SUB,
236699,CM CDM CAM,CM,CM,
236804,CB,CB,CB,
236817,CDM CM,CDM,CM,
236898,CM CDM,CM,CM,
236899,ST,ST,ST,SUB
237034,ST RM LM,ST,SUB,
237221,CB RB CDM,CB,SUB,SUB
237321,ST CF,ST,SUB,
237329,CAM CM,CAM,CM,
237556,CB,CB,CB,
237626,CDM CM CAM,CM,CM,
237681,RM CM CAM,CAM,CAM,
237819,CM CDM,CM,CDM,
237841,RB,RB,RB,
237960,ST RM,ST,LM,
238305,RB RWB,RB,RB,
238370,CB,CB,SUB,
238581,LM RM,RM,ST,
238858,RW LW,LM,SUB,
239335,CAM CM RM,CAM,SUB,
239529,CDM CM,CDM,CM,
235883,LWB LM LB,LM,SUB,
235634,LB,LB,LWB,
235565,CB RB,CB,CB,
183895,CAM CM,CAM,LM,
176733,ST CF,ST,ST,
229980,CB,CB,CB,CB
247131,LB,LB,LB,
242267,CDM CM,CDM,CDM,
207707,LB LWB,LB,LWB,
205402,CAM CM,RM,CM,
183129,CB,CB,SUB,SUB
194904,GK,GK,GK,
253272,GK,GK,GK,
221016,CM CDM,CDM,SUB,
134744,CDM CM,CDM,CM,CDM
185431,ST,ST,SUB,
201303,CM LM RM,CAM,CM,
225363,RW LW,CAM,SUB,
192086,ST RW,ST,SUB,
185174,CDM CM,CDM,CDM,
221014,ST CAM,ST,SUB,
201046,CAM CF,CAM,SUB,
223061,LM,LM,SUB,
221269,CDM CB,CDM,SUB,
261204,LW CAM,LW,CAM,
194644,RB RWB,RB,SUB,
248148,CM CDM CB,CDM,CM,
219732,LM LW,RW,LW,
193107,GK,GK,SUB,
180819,CM CAM RW,CAM,SUB,
239592,ST,ST,SUB,
239795,RM CAM ST,RM,SUB,
239837,CAM CM,CAM,SUB,
202089,GK,GK,GK,
243854,CB RB,CB,CB,
244206,CB,CB,SUB,
245235,RB RM,RB,RB,
245426,CB,CB,SUB,
185195,ST,ST,ST,
235883,LWB LM LB,LM,SUB,
215147,CB,CB,CB,
242794,CM CAM CDM,CM,SUB,
231786,ST,ST,ST,
230250,CDM CM,CDM,CM,
202858,ST LM RM,RW,RW,
210281,CDM CM,CDM,CM,
230502,ST CF,ST,ST,
243631,CDM CM,CDM,CM,
191076,RM LM,RM,RM,RM
230244,LB,LB,SUB,
229476,CB CDM,CB,CB,
221284,CB RB,CB,CB,
171875,LB LM,LB,LB,
236899,ST,ST,ST,SUB
236898,CM CDM,CM,CM,
203362,LM ST RM,LM,RM,LM
203106,CAM RM,CAM,SUB,
246113,LB LWB,LM,LB,
252000,LB,LB,SUB,
202848,CF ST,RW,LF,
243656,LM RM,LM,SUB,
243627,CM CDM,CM,CM,
189296,GK,GK,SUB,
241026,LM RM,RM,RM,
199792,CM CAM,CM,CAM,
214639,CB,CB,SUB,
207471,CM CAM LM,CAM,CM,
259694,CB RB,CB,SUB,
193133,RM,RM,LM,SUB
188268,LW RW LM,LW,LM,
230252,CDM CM CAM,CDM,CDM,
190059,LM CM LWB,LM,LW,
240060,RB,RWB,RB,
240115,CB CDM,CB,SUB,
240289,CB,CB,SUB,
240654,RW CF,CAM,SUB,
241042,CDM CM,CDM,CDM,
243414,RB LB,RB,SUB,
241470,LB,LB,SUB,
241673,LB,LB,LB,
241686,ST LM CAM,ST,SUB,
241827,RB RM LB,RB,SUB,
241990,LM CM CAM,LM,SUB,
242236,CB,CB,RES,
242267,CDM CM,CDM,CDM,
242392,CB,CB,SUB,
242619,CM,CM,CM,
242794,CM CAM CDM,CM,SUB,
243231,CM CDM CAM,CAM,SUB,
243245,CM CAM,CAM,CM,
224425,RM RB RWB,RM,SUB,
212432,GK,GK,GK,
215466,CB,CB,CB,
213689,CDM,CDM,CDM,
215228,CB,CB,CB,
192955,CM,CM,CM,CM
242619,CM,CM,CM,
231355,LB LM,LB,LB,
153275,GK,GK,GK,
211899,ST,ST,ST,
210619,CM CDM,CM,CDM,
219576,CM CDM,CDM,SUB,
224444,CDM CM,CDM,CDM,
204472,RB RM,RB,SUB,
186551,RB CM,RB,RES,
228279,GK,GK,GK,SUB
223671,CB RB,CB,SUB,SUB
211382,CDM CB CM,CDM,RES,
200630,RM LM,RW,SUB,
252084,ST LW CAM,ST,SUB,
220604,GK,GK,SUB,
247246,CDM CM,CDM,SUB,
207807,LM,LM,SUB,SUB
186347,LB,LB,LB,SUB
191164,ST LM RM,ST,ST,
240060,RB,RWB,RB,
231612,RM LM,CAM,LM,
232938,RB CB,CB,RB,
237034,ST RM LM,ST,SUB,
173546,CB,CB,SUB,
214763,CB,CB,SUB,
245940,RM LM ST,ST,SUB,
247131,LB,LB,LB,
246098,CB RB,CB,CB,
246113,LB LWB,LM,LB,
246191,RW CF,CAM,SUB,
246836,CB,CB,CB,
246960,CAM RM CM,CAM,SUB,
247028,CDM CM,CDM,SUB,SUB
247103,CB LB,CB,SUB,
245940,RM LM ST,ST,SUB,
239795,RM CAM ST,RM,SUB,
172723,GK,GK,SUB,
205431,ST,ST,SUB,
230005,CM CDM,CM,SUB,
190581,CAM RM ST,CAM,CAM,
