ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
146758,53,79,71,74,44,69
152916,66,72,79,78,47,71
154472,36,81,67,68,41,70
158963,41,63,78,77,75,64
165109,61,64,65,68,82,73
170597,77,75,71,79,39,77
172879,63,53,53,59,78,80
180714,81,71,73,80,39,76
173432,57,49,64,62,79,71
173521,55,46,60,58,79,74
173608,55,78,68,73,30,70
176600,83,77,74,75,41,67
177326,67,75,79,78,34,46
178250,39,66,67,67,76,86
179605,68,69,77,84,65,74
179789,50,37,59,54,78,78
180334,42,46,59,55,77,83
192816,59,45,59,58,78,82
193290,80,76,72,79,35,74
225309,68,73,78,83,50,67
222709,68,68,72,75,73,83
220287,69,78,57,68,27,73
220421,88,61,69,76,71,76
220502,78,71,75,80,60,68
220621,77,72,73,81,38,55
221174,90,82,71,77,56,62
222357,85,73,70,75,51,82
222390,73,72,78,79,68,70
222400,60,58,76,79,71,68
222509,60,68,77,82,66,67
223550,77,75,73,79,50,75
220085,74,80,70,76,29,62
223874,69,67,76,77,74,74
223898,78,74,73,82,29,77
224221,58,47,63,58,77,78
224389,84,78,74,79,29,72
224422,85,73,72,82,37,63
224574,86,73,72,79,62,66
233531,83,71,74,83,35,57
225024,73,43,69,68,78,77
225126,58,69,69,74,77,73
220132,68,34,67,65,76,76
219522,78,77,67,80,45,74
193601,54,49,47,56,79,73
215071,83,67,72,79,70,78
213013,94,76,68,81,49,77
213160,76,64,74,76,76,72
213655,77,64,72,81,38,68
213761,74,78,70,77,30,72
213874,72,67,76,76,73,75
214009,71,51,67,68,75,81
214947,73,57,73,73,77,77
214977,70,49,71,71,73,77
215057,47,63,71,71,73,80
215160,80,68,74,74,70,79
219391,66,67,72,71,75,75
215441,71,77,66,75,38,76
215502,79,73,70,80,44,77
216258,90,75,68,80,34,64
216435,63,63,76,79,69,64
216497,78,79,71,80,42,61
217196,46,32,55,58,79,81
217877,80,71,72,82,33,61
218659,74,46,72,72,73,68
219145,34,41,54,49,78,80
234128,88,69,71,82,39,53
235945,50,62,77,73,70,68
233500,89,67,71,84,53,64
202851,82,77,68,81,36,51
202562,88,65,72,78,73,73
202371,73,74,72,72,73,80
202282,73,77,75,76,65,72
201505,56,58,67,65,78,76
201454,71,64,76,76,75,69
201377,73,40,59,63,77,78
201325,77,74,74,78,44,78
201315,52,52,53,61,79,79
200536,86,51,72,73,72,77
200215,60,64,71,73,76,77
200094,75,70,72,77,73,76
199641,76,75,75,76,36,76
199580,69,50,62,66,76,82
199069,75,75,71,78,36,80
199005,77,75,82,79,52,76
198140,77,77,68,74,43,81
198129,64,55,67,71,73,77
198118,67,59,65,64,80,78
197948,45,57,61,65,78,76
197083,66,74,78,75,71,76
196147,74,77,74,77,56,80
202789,76,75,66,80,38,76
203177,77,63,70,74,73,77
212153,53,63,71,73,77,75
203487,58,35,51,55,77,79
211784,77,78,67,73,41,71
211575,54,67,76,76,69,74
211454,56,64,73,70,73,74
211320,59,40,55,62,79,72
211147,78,69,75,78,69,66
210864,75,51,66,73,75,72
210617,80,69,74,83,43,53
209440,86,75,71,80,30,64
209288,73,75,77,80,51,65
208777,63,67,78,82,63,54
208004,64,49,66,68,79,76
207948,78,73,73,82,45,66
207791,82,70,67,74,56,81
207664,67,75,64,75,33,65
232999,81,48,70,73,74,75
206652,77,74,77,80,47,74
206493,33,33,56,65,78,83
206075,79,74,70,79,41,76
204876,87,58,71,76,70,73
204341,65,37,56,56,79,73
203757,80,75,59,75,33,80
195479,83,71,74,75,72,78
195272,74,71,73,74,71,76
194958,63,72,78,74,69,76
194932,77,74,75,80,38,67
243388,79,43,75,75,71,69
243647,79,73,71,81,21,77
244263,62,51,54,59,78,80
244621,71,78,60,74,41,82
244892,75,70,73,82,54,54
245037,65,44,65,65,79,72
245155,88,72,70,82,60,75
245158,86,78,65,74,40,79
245541,77,71,74,82,36,71
246172,87,73,66,84,36,62
246186,72,77,63,74,31,78
246242,78,77,55,75,27,75
246420,92,66,67,84,25,67
247030,80,72,76,79,69,76
247257,81,32,45,56,79,77
251116,78,69,70,73,77,82
251412,77,79,65,71,32,70
252308,59,54,68,68,74,82
253109,65,68,81,78,62,73
253727,78,74,77,77,71,84
254796,90,71,68,84,36,62
243282,72,68,77,80,53,67
243015,72,61,65,66,75,85
242656,79,76,73,81,36,73
239901,61,73,66,73,45,69
194806,51,47,59,56,79,76
194229,66,39,68,67,74,74
194022,66,63,75,74,79,75
238160,73,39,47,59,79,80
238744,81,71,74,76,76,83
238857,87,60,67,76,70,69
238896,85,67,68,81,29,46
239093,85,66,70,77,67,71
239482,91,70,66,82,32,66
240471,74,68,75,77,73,71
241771,80,76,74,80,39,80
240690,87,71,64,83,45,60
240702,79,76,70,71,45,75
240740,82,67,74,81,40,59
241049,75,46,70,72,75,68
241096,78,66,77,76,72,76
241184,80,63,70,71,74,76
241202,93,78,59,76,24,71
241508,85,69,72,82,48,63
241721,88,73,68,80,27,70
212067,76,72,69,78,45,75
207421,82,76,74,80,30,61
212245,64,71,75,76,72,76
230331,67,72,75,73,74,76
232440,74,54,75,76,73,59
232144,67,39,54,59,80,72
212501,61,72,77,71,78,82
232104,95,72,70,76,46,63
231633,65,36,52,55,78,79
231628,72,79,64,71,45,76
231554,82,50,69,73,73,70
231521,55,73,74,77,72,71
231318,74,72,75,75,72,73
231102,74,72,75,82,58,65
230977,86,72,74,80,53,63
230965,77,67,72,77,76,83
230899,85,73,68,82,29,62
230717,83,76,69,78,38,71
230431,69,62,74,69,76,80
230402,81,63,72,76,37,69
230384,82,73,77,82,52,70
230379,59,39,53,56,80,81
230371,79,54,71,73,75,63
212491,80,63,72,80,70,70
230349,65,65,70,63,76,77
230346,58,61,65,57,72,79
230337,82,63,75,77,71,64
232862,86,71,71,83,37,46
230269,79,73,76,77,27,60
232905,89,71,73,77,58,70
229773,80,53,61,64,79,81
229752,79,64,77,76,75,79
229942,52,28,53,56,77,83
229971,81,51,70,73,70,79
230043,84,64,71,76,72,76
230182,79,77,75,71,34,77
230197,76,48,69,75,74,70
230241,79,62,71,69,74,69
207554,76,76,74,75,48,75
205391,66,59,73,77,71,79
205407,68,72,78,80,66,61
205566,82,66,68,77,69,69
206003,78,74,75,79,42,73
206058,68,46,70,74,75,69
206306,59,65,74,73,69,75
206115,58,60,63,70,75,78
206225,76,75,74,75,55,67
206304,50,67,75,67,75,77
204308,77,73,75,79,37,77
206516,63,64,77,77,68,64
205346,91,51,66,73,70,69
204529,73,77,59,76,33,72
205201,66,70,71,72,74,83
202429,73,56,66,70,75,82
204277,66,67,76,75,68,79
204125,73,60,71,71,74,82
204105,78,62,73,73,72,74
204077,77,78,67,75,31,72
203741,85,51,72,75,67,75
203030,39,41,52,49,79,72
204691,71,70,76,77,54,66
202599,80,75,73,82,49,63
202201,71,58,65,63,79,75
205186,78,75,85,79,59,75
201982,77,63,76,77,69,75
201976,76,76,70,76,42,75
201956,52,49,64,62,76,79
201858,78,72,71,81,44,55
246708,83,75,72,74,51,69
246785,78,67,72,81,26,35
204760,69,54,70,72,75,77
205083,59,73,78,77,67,69
202685,78,76,61,74,49,80
212228,80,75,59,71,48,81
212127,85,68,72,77,61,56
212204,62,38,50,52,80,76
216549,80,74,66,70,36,83
216700,78,72,74,80,48,74
216939,78,68,68,80,46,78
217699,47,76,73,69,47,80
219244,77,75,74,77,52,75
219681,76,65,70,74,74,74
220196,73,71,75,79,48,64
220477,58,34,46,62,79,71
220570,52,22,53,55,78,77
220659,69,67,72,74,74,76
220746,78,73,74,81,56,57
220831,73,63,71,76,75,77
221714,78,75,66,74,43,84
221841,90,77,66,76,35,71
222368,76,73,74,77,28,62
222404,72,64,72,75,71,81
222461,83,66,68,83,40,52
222515,81,64,74,75,31,70
222715,61,55,67,72,75,76
223113,75,77,53,71,36,71
223154,75,73,73,76,73,82
223329,75,58,69,74,73,64
223627,68,79,69,72,39,80
223690,76,78,67,77,48,76
224116,57,77,61,74,30,81
224151,79,74,65,75,38,81
224158,69,71,70,74,73,78
216433,73,78,70,76,35,69
216350,66,64,65,70,75,83
216065,76,74,68,78,43,76
213135,79,75,67,75,27,74
212219,71,42,66,68,75,81
212232,81,75,64,73,38,76
212242,59,73,76,71,73,82
212260,78,77,64,74,42,73
212269,72,68,77,78,74,76
212300,61,37,64,62,76,80
212678,67,60,75,74,72,71
212692,77,72,75,78,30,59
212715,91,71,69,79,44,68
212811,71,67,73,76,72,77
212883,65,55,65,69,76,75
212977,77,52,64,69,77,76
213388,73,69,73,77,35,64
215785,91,74,71,79,30,69
214491,92,68,69,78,35,64
214781,70,75,72,77,47,74
214988,79,67,76,78,67,69
215051,62,52,50,61,78,75
215064,53,77,61,68,39,78
215108,86,60,67,76,70,82
215119,74,64,73,74,73,73
215270,71,71,76,78,45,66
215399,75,54,63,64,77,76
215455,75,72,75,81,39,77
215689,61,75,68,76,34,81
215699,78,46,63,71,73,70
206654,53,40,51,50,76,80
205211,78,74,74,73,43,74
207557,77,75,74,77,36,75
225859,77,39,60,66,76,78
224396,60,33,47,58,75,86
224520,91,72,70,79,30,62
224540,91,74,58,75,40,77
224739,84,69,70,76,57,78
224869,60,35,63,63,77,78
225783,89,72,67,75,27,67
225863,74,47,73,74,77,74
170320,73,67,71,73,73,75
225951,83,74,70,79,38,69
226093,84,77,62,74,40,77
226229,68,44,65,66,77,78
226268,75,61,75,75,70,62
226377,87,72,73,83,34,62
226853,91,58,66,74,78,73
2147,75,75,75,74,33,77
104389,74,71,70,78,40,80
143121,63,69,82,77,64,63
146296,78,74,67,76,56,75
146963,63,59,70,68,75,76
151508,39,63,76,76,74,68
152554,73,43,69,75,73,67
154950,73,70,75,77,73,68
158625,32,51,67,63,78,76
162895,40,67,81,75,62,55
163264,74,75,74,75,55,78
163925,58,72,78,79,33,64
164859,85,70,69,78,39,59
167575,77,73,70,78,44,75
167959,76,75,66,78,37,76
168621,75,61,69,71,73,77
169705,74,53,72,75,73,71
227222,74,48,67,68,74,78
227234,59,54,65,65,77,82
227236,77,64,70,81,74,82
234574,79,60,70,77,72,75
236679,79,66,75,79,47,60
236276,83,73,70,79,42,67
236264,76,58,66,67,74,80
236221,55,70,73,73,72,73
235944,71,74,76,74,50,63
235875,77,57,70,75,71,70
235619,85,66,68,84,33,46
235424,66,49,65,71,76,74
235183,77,72,69,80,41,75
235149,64,55,67,74,74,70
235134,67,64,68,72,72,79
235008,85,72,74,79,68,72
234826,72,77,58,72,24,75
234711,76,73,71,83,35,52
230280,68,36,56,59,79,80
207715,78,78,70,79,25,65
230189,78,56,70,68,73,69
230065,69,69,71,78,74,79
230020,67,72,77,76,67,74
229862,53,70,71,74,71,61
229517,77,64,74,80,52,51
229469,85,68,69,77,35,69
228819,83,69,72,77,40,71
228789,76,73,69,78,44,75
228747,83,76,70,80,35,69
228708,67,56,69,70,75,78
228635,68,76,69,77,38,68
228579,74,53,71,75,73,69
228386,79,32,46,44,74,86
228092,64,58,72,73,74,84
169706,44,60,71,69,75,77
170370,68,66,78,77,69,70
237043,76,71,75,77,53,70
194794,61,79,77,78,42,67
198581,67,39,56,51,77,80
198368,42,66,72,73,73,72
198006,53,76,76,74,68,75
195668,77,74,73,78,53,74
194879,54,75,70,74,43,79
194845,69,79,76,77,42,68
193881,73,69,75,78,42,60
170719,83,67,76,79,30,37
193683,60,64,74,72,70,76
193352,71,67,74,74,75,74
193331,77,73,68,78,57,75
193116,47,61,72,67,75,72
192665,77,70,61,77,39,78
192641,71,57,72,67,77,75
198719,81,72,70,81,30,53
199393,41,53,60,58,76,85
199561,64,76,77,77,45,62
199577,58,40,64,61,77,73
199633,66,61,73,72,76,74
199745,59,51,61,59,76,82
199767,60,76,76,74,70,74
199813,64,57,62,61,75,87
200110,79,73,69,76,46,75
200316,77,77,60,78,48,70
200529,74,75,75,78,56,76
200677,65,38,51,61,77,81
201118,76,63,70,75,72,66
201144,50,63,74,72,73,72
201262,66,70,74,78,70,63
201389,75,65,74,73,72,69
201510,74,65,72,76,73,72
192593,74,74,74,74,53,74
192041,66,41,55,58,78,78
191627,67,65,72,73,72,75
184826,53,73,77,75,69,67
170733,91,68,68,77,35,57
173208,73,61,75,72,78,71
173474,70,73,79,80,67,69
176526,76,72,73,76,48,78
176930,58,65,78,75,69,73
179765,79,72,77,76,64,74
181318,47,65,76,73,70,76
182495,70,51,63,68,77,75
182945,78,77,71,79,42,63
183108,76,72,74,77,53,80
183130,70,68,76,77,61,66
183569,71,73,68,78,38,73
184144,72,69,77,78,41,50
184190,35,33,54,46,78,73
186098,75,70,67,79,57,79
190765,50,74,80,75,58,71
186156,66,56,64,72,76,75
186190,84,68,72,76,72,68
186200,73,74,72,77,45,69
186537,68,79,69,69,48,82
186627,73,79,72,76,25,77
187491,81,76,71,74,32,72
187735,72,71,74,76,70,67
188955,76,79,69,76,30,72
189060,54,51,63,64,77,76
189156,39,53,67,61,77,74
189251,66,65,77,76,73,66
189454,74,71,77,78,44,68
189712,50,75,74,74,75,77
190362,76,76,60,75,34,68
236920,89,72,67,82,37,58
227772,64,61,73,75,69,84
237135,76,75,71,78,41,73
233556,80,70,74,82,39,65
230348,79,53,67,72,74,67
230373,72,69,76,76,57,45
230425,76,65,73,76,54,61
230453,65,53,63,61,74,83
230457,67,62,66,65,74,78
230463,77,68,77,77,36,62
230475,77,71,70,81,32,55
230613,62,54,71,76,72,71
230975,88,71,69,77,42,71
231366,64,28,56,60,78,73
231390,85,72,70,79,68,72
231416,84,75,69,80,31,61
231936,69,27,61,67,77,76
232381,66,76,67,70,38,82
232498,86,74,73,77,39,65
232639,79,70,72,81,39,57
233301,78,62,69,69,71,81
230328,77,71,65,79,49,77
230318,76,77,77,74,52,76
211093,80,70,73,77,70,76
244373,75,69,72,79,70,56
242663,72,45,60,65,78,76
242664,81,66,74,79,62,68
242816,67,61,75,81,58,63
243007,88,67,69,78,64,76
243715,71,33,62,66,77,78
244261,69,69,78,84,54,59
244316,77,74,65,78,55,74
244374,77,71,76,78,64,58
246618,78,75,71,76,31,78
244380,78,44,62,61,73,63
244393,59,57,75,78,71,72
244749,60,45,60,61,76,77
244778,79,71,70,81,37,69
244915,67,36,51,54,76,79
244960,67,73,75,76,64,63
245388,76,44,61,64,77,76
233493,92,45,61,73,72,77
233631,92,71,67,80,46,67
242577,76,72,75,79,62,63
233848,88,68,67,78,42,66
210602,83,70,69,80,48,78
210679,61,35,51,61,77,76
210719,76,42,56,62,76,77
210896,72,73,76,76,70,77
257179,79,30,60,58,77,74
256790,76,71,68,85,31,48
253290,82,62,71,75,69,69
253124,73,70,70,77,67,73
253072,84,75,69,73,40,84
253004,88,74,68,79,29,53
251804,87,59,72,81,67,66
251566,87,69,67,78,44,67
251528,93,36,57,66,72,72
251221,72,64,73,74,73,76
247641,83,70,72,79,39,59
246791,81,70,72,78,37,60
211368,89,71,69,82,32,61
210438,72,69,75,81,26,54
210384,85,63,67,77,68,72
210282,84,64,69,75,70,69
208224,73,70,75,78,54,61
233959,94,68,64,79,32,65
234078,70,53,71,83,71,71
234171,72,70,70,79,37,61
237184,75,61,70,75,73,77
208001,91,55,67,78,70,59
208045,79,76,73,78,41,75
208053,82,71,75,77,37,52
208250,71,77,75,75,47,75
210047,58,67,70,67,77,75
208375,74,73,70,78,32,77
208498,70,75,66,76,32,68
208509,75,57,69,72,73,77
208787,68,70,76,77,65,69
209039,87,71,71,77,30,61
209329,54,60,59,58,75,86
209744,83,51,70,74,68,78
242578,62,39,63,57,77,76
230317,71,77,76,77,32,72
242380,66,61,75,72,72,72
240273,78,64,73,78,32,61
241497,82,53,70,77,72,61
241187,80,52,66,71,74,75
240915,78,58,68,75,72,66
240754,90,68,71,79,70,69
240716,76,50,65,70,74,77
240458,53,64,74,71,73,70
239956,89,75,61,76,28,66
242374,84,74,67,78,31,63
239890,69,36,56,68,74,79
239580,64,35,51,62,77,74
238227,93,69,66,78,47,69
238095,66,44,61,61,76,81
238033,76,75,70,77,28,77
237646,78,50,67,71,75,76
241707,73,46,65,70,72,79
211108,85,71,74,75,39,68
242348,71,77,60,74,32,75
242118,83,73,71,80,51,67
241907,82,74,67,77,29,59
231826,78,69,69,79,31,61
224510,75,75,68,75,46,74
183714,54,78,54,66,38,78
158626,65,67,71,74,74,72
215202,84,73,66,80,36,63
213666,65,67,73,77,59,75
190113,73,72,76,79,56,78
244385,75,65,80,79,28,72
239529,87,58,66,72,74,82
184575,84,78,72,78,45,67
203775,80,68,75,79,54,72
198143,77,67,72,81,25,63
240289,65,45,67,68,76,74
226045,82,67,71,75,69,73
232099,61,71,71,77,72,77
198653,78,73,72,81,31,73
229628,55,53,66,59,74,87
156412,72,77,68,73,39,78
237819,75,66,70,75,71,77
204539,93,64,69,75,67,83
213242,68,61,67,76,73,74
211706,62,62,72,74,69,70
189433,38,31,54,57,78,67
204451,65,31,56,62,76,72
215716,63,76,56,69,27,85
241827,66,35,63,69,74,65
198032,48,33,63,57,75,80
186351,64,66,72,70,70,81
244206,61,25,46,43,76,74
231150,75,63,73,78,64,76
221422,62,53,56,55,76,75
216814,63,71,75,75,71,66
189165,49,72,78,72,61,72
208621,85,70,72,74,54,73
185068,77,73,70,77,50,79
243854,68,36,62,63,76,77
204688,63,72,76,72,70,78
241042,62,46,67,67,71,70
216466,79,49,70,79,70,70
204713,81,75,73,77,41,75
213928,79,64,68,71,71,73
184999,72,70,73,74,73,72
231591,77,54,72,74,69,67
237221,66,45,67,72,76,73
205989,66,56,70,68,76,76
189860,74,57,70,74,70,68
235172,86,55,71,78,65,63
189177,70,72,75,76,69,75
190456,69,60,71,75,74,63
178424,71,69,74,75,72,69
236699,64,63,75,78,69,68
191135,87,72,64,75,34,72
225439,57,63,74,75,74,76
221342,85,52,67,73,72,69
251805,83,44,64,75,75,79
228509,76,70,72,80,54,68
213917,61,32,52,64,75,79
211101,79,75,73,74,53,73
231836,82,73,68,80,35,54
213404,62,46,61,62,76,77
192667,79,59,73,69,74,84
194201,59,42,53,61,75,79
176376,64,75,73,78,53,60
215449,78,77,76,73,64,71
214169,64,29,61,68,77,73
230295,70,54,61,64,75,81
199575,75,73,69,75,65,73
213654,76,60,70,76,72,75
211862,72,75,67,70,55,83
219797,83,75,64,77,34,78
211348,74,76,72,76,37,76
217235,71,41,57,62,76,77
215443,87,71,71,76,42,68
165536,33,33,52,55,76,77
200353,56,37,55,54,74,80
232097,79,64,69,82,45,47
234913,82,70,69,74,37,71
198904,52,32,45,50,76,74
226807,72,70,71,75,71,79
225782,81,63,70,77,71,72
221430,79,79,54,70,31,85
215798,86,75,70,74,67,77
199158,61,66,68,67,71,79
161938,55,76,64,69,39,75
238581,83,69,67,79,54,65
247028,75,70,71,75,72,79
237556,76,37,49,52,74,85
230388,64,40,54,51,76,78
218868,88,67,72,76,67,74
216820,92,70,66,79,34,65
212212,77,62,62,70,75,80
245235,92,60,66,70,69,78
240115,72,36,52,57,76,78
253170,72,33,56,55,75,83
255472,82,68,71,80,34,55
216816,76,74,59,74,37,70
198640,72,75,76,78,36,54
252143,80,66,75,80,64,52
183285,47,33,64,54,74,79
244385,75,65,80,79,28,72
216158,78,61,69,73,71,78
215135,66,45,49,60,76,74
235997,63,56,75,78,75,66
236007,82,68,72,79,28,51
236073,72,42,68,70,73,62
236245,90,71,63,78,31,74
236298,63,58,75,76,68,70
236461,69,73,53,71,32,77
236699,64,63,75,78,69,68
236804,78,33,60,68,76,75
236817,59,55,67,69,71,86
236898,72,65,75,75,65,75
236899,71,75,58,71,42,72
237034,83,75,65,73,42,73
237221,66,45,67,72,76,73
237321,77,76,71,74,32,76
237329,76,72,68,77,61,69
237556,76,37,49,52,74,85
237626,65,60,67,76,73,67
237681,81,66,68,83,39,56
237819,75,66,70,75,71,77
237841,83,57,68,71,71,75
237960,91,72,67,73,50,79
238305,77,55,69,70,71,65
238370,72,26,51,63,74,78
238581,83,69,67,79,54,65
238858,79,67,71,80,46,61
239335,63,74,74,78,49,55
239529,87,58,66,72,74,82
235883,82,65,70,76,68,66
235634,79,48,68,75,70,71
235565,66,61,67,65,76,76
183895,71,71,74,77,52,49
176733,71,75,63,72,35,71
229980,60,44,62,64,75,76
247131,79,61,64,71,71,75
242267,75,40,62,64,73,75
207707,71,56,71,72,75,71
205402,72,69,74,79,44,65
183129,51,51,53,54,77,73
194904,76,71,69,75,41,77
253272,74,73,71,73,32,74
221016,54,62,69,71,76,79
134744,60,64,73,70,74,72
185431,63,74,64,73,42,67
201303,80,65,72,81,64,75
225363,76,71,72,79,42,64
192086,78,74,71,78,43,67
185174,61,64,74,76,73,66
221014,69,77,64,76,27,71
201046,68,67,76,79,41,58
223061,88,65,68,80,48,55
221269,60,56,74,69,74,70
261204,85,71,62,78,27,65
194644,74,60,70,72,71,70
248148,63,61,72,71,75,70
219732,94,67,68,80,34,59
193107,71,72,70,81,44,75
180819,67,70,78,79,62,56
239592,73,74,59,75,25,62
239795,86,71,66,73,28,84
239837,70,76,77,74,56,62
202089,79,69,67,76,54,71
243854,68,36,62,63,76,77
244206,61,25,46,43,76,74
245235,92,60,66,70,69,78
245426,49,32,53,56,77,76
185195,67,77,65,73,42,75
235883,82,65,70,76,68,66
215147,71,34,55,55,76,77
242794,61,64,74,77,63,52
231786,76,75,66,72,19,70
230250,71,64,69,70,74,76
202858,92,75,63,82,43,73
210281,54,65,67,60,70,80
230502,76,76,61,73,30,64
243631,63,57,67,71,73,72
191076,67,73,76,75,61,67
230244,73,52,66,70,74,71
229476,66,46,57,64,76,79
221284,71,29,60,66,75,82
171875,69,72,77,75,68,72
236899,71,75,58,71,42,72
236898,72,65,75,75,65,75
203362,75,74,72,77,54,68
203106,74,68,71,82,58,60
246113,90,60,68,76,69,70
252000,79,55,68,75,70,68
202848,84,70,70,81,20,49
243656,88,71,71,75,30,58
243627,62,70,75,75,66,66
189296,74,74,66,76,28,74
241026,81,74,73,76,40,60
199792,75,72,73,78,65,73
214639,67,43,54,57,76,74
207471,49,78,77,77,58,71
259694,78,35,66,64,75,75
193133,79,61,72,74,70,77
188268,83,70,71,76,52,62
230252,70,57,68,74,76,64
190059,75,73,73,73,71,75
240060,81,42,64,75,70,71
240115,72,36,52,57,76,78
240289,65,45,67,68,76,74
240654,81,73,66,80,36,62
241042,62,46,67,67,71,70
243414,80,57,65,73,70,68
241470,77,51,68,71,69,74
241673,76,60,75,71,70,77
241686,74,76,68,77,43,63
241827,66,35,63,69,74,65
241990,83,65,68,79,34,65
242236,52,43,54,59,76,75
242267,75,40,62,64,73,75
242392,78,35,47,50,76,72
242619,70,56,69,74,72,76
242794,61,64,74,77,63,52
243231,82,73,71,75,71,79
243245,71,70,76,78,55,70
224425,84,70,70,75,67,76
212432,76,71,60,81,51,73
215466,58,28,47,54,77,77
213689,70,49,63,70,72,84
215228,35,49,56,39,76,82
192955,66,72,74,73,61,75
242619,70,56,69,74,72,76
231355,84,55,65,76,67,76
153275,75,72,76,77,45,73
211899,72,76,63,73,35,79
210619,68,69,75,76,63,66
219576,63,67,67,72,77,78
224444,60,49,71,72,70,73
204472,73,70,73,75,68,72
186551,86,65,74,73,68,69
228279,75,73,77,77,51,74
223671,71,29,50,43,79,71
211382,64,55,65,71,73,80
200630,85,71,69,79,52,60
252084,76,78,59,72,38,73
220604,73,77,74,75,58,71
247246,75,61,70,76,73,76
207807,84,71,70,78,46,55
186347,77,69,72,72,71,68
191164,88,72,65,75,32,69
240060,81,42,64,75,70,71
231612,77,68,72,79,39,65
232938,68,32,63,69,76,77
237034,83,75,65,73,42,73
173546,33,32,56,48,77,68
214763,55,55,66,59,75,81
245940,87,71,61,81,52,68
247131,79,61,64,71,71,75
246098,53,36,58,59,77,77
246113,90,60,68,76,69,70
246191,84,74,72,75,46,62
246836,68,32,53,53,78,74
246960,73,68,75,81,40,64
247028,75,70,71,75,72,79
247103,77,55,68,68,75,77
245940,87,71,61,81,52,68
239795,86,71,66,73,28,84
172723,76,77,73,74,48,73
